Graph,Nodes,Edges,Connected Components (Betti-0),Cycles (Betti-1 / Loop Closures),Total Skeleton Length,Algebraic Connectivity,D-optimality,Spanning Tree Weight,PGTI (Lambda),Data Type,Betti-0 Error,Betti-1 Error,Connectivity Error,D-opt Error,Skeleton Length Error
graph.json,980,33475,1,32496,1431.968869226713,0.0007019667034761052,2.1166098863625495,6.147259613112271,0.0037205862135225786,Ground Truth,0.0,0.0,0.0,0.0,0.0
rtab-graph.json,28,27,1,0,5.890347402453843,0.0006431692296756139,0.16409385134547821,5.890347402453843,0.3370725564550643,SLAM,0,32496,5.8797473800491326e-05,1.9525160350170714,1426.078521824259
orb-graph.json,170,3264,1,3095,1151.7968213044423,0.0008231533145258322,5.557565890352962,5.919067096087189,0.29116102434020835,SLAM,0,29401,0.000121186611049727,3.440956003990413,280.1720479222706
